id_student,name,gender,region,highest_education,imd_band,age_band,disability
613039,Robert Sherrill,M,North Region,Lower Than A Level,40-50%,0-35,N
613131,Joyce Harris,F,East Anglian Region,Lower Than A Level,0-10%,35-55,N
613227,Clarisa Arceo,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,N
613235,Bruce Norris,M,North Western Region,A Level or Equivalent,0-10%,35-55,Y
613300,Jamie Scott,F,South West Region,A Level or Equivalent,30-40%,0-35,N
613407,Lisa James,F,South East Region,Lower Than A Level,30-40%,35-55,N
613611,Enedina Mccoy,F,North Western Region,Lower Than A Level,40-50%,0-35,N
613616,John Heath,M,London Region,Lower Than A Level,10-20,35-55,Y
613639,Bess Tallent,F,North Western Region,Lower Than A Level,50-60%,0-35,N
613646,Helen Baez,F,North Western Region,Lower Than A Level,0-10%,35-55,N
613675,Rita Mendoza,F,East Anglian Region,Lower Than A Level,50-60%,35-55,N
613683,Kristin Burke,F,South Region,A Level or Equivalent,70-80%,0-35,N
613691,Albert Bishop,M,East Midlands Region,Lower Than A Level,20-30%,0-35,N
613720,Joni Orloff,F,London Region,Lower Than A Level,20-30%,0-35,N
613972,Marilyn Murray,F,South East Region,Lower Than A Level,30-40%,0-35,N
613981,Ashley Stillwell,F,North Western Region,Lower Than A Level,0-10%,0-35,N
613988,Elizabeth Doll,F,South West Region,A Level or Equivalent,20-30%,35-55,Y
613993,Patrick Mccarthy,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,N
614073,Joann Webster,F,South West Region,Lower Than A Level,40-50%,35-55,N
614129,Guadalupe Brown,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,N
614142,Josephine Rivera,F,North Region,Lower Than A Level,0-10%,0-35,N
614162,Tony Peck,M,South Region,A Level or Equivalent,50-60%,35-55,N
614204,Theresa Watkins,F,South West Region,A Level or Equivalent,20-30%,0-35,N
614224,Shirley Bockelman,F,West Midlands Region,Lower Than A Level,0-10%,35-55,Y
614233,Ashley Millwood,F,North Western Region,Lower Than A Level,20-30%,35-55,N
614249,Raquel Griffin,F,North Western Region,Lower Than A Level,50-60%,35-55,N
614262,Brandi Mcguffin,F,London Region,Lower Than A Level,10-20,0-35,N
614398,Jayme Sievers,F,North Western Region,A Level or Equivalent,40-50%,0-35,N
614419,Rita Cahill,F,London Region,Lower Than A Level,30-40%,35-55,N
614424,Rachel Quach,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,N
614571,Elisabeth Wiseman,F,East Anglian Region,Lower Than A Level,20-30%,0-35,N
614582,Diane Perez,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N
614892,Anthony Woodring,M,South West Region,Lower Than A Level,90-100%,35-55,N
614893,Jung Joel,F,South East Region,A Level or Equivalent,50-60%,0-35,N
615001,Rosemary Roe,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N
615078,Eva Warren,F,South West Region,A Level or Equivalent,50-60%,35-55,N
615085,Marilyn Baker,F,North Western Region,Lower Than A Level,90-100%,0-35,N
615103,Mattie Robertson,F,South East Region,Lower Than A Level,0-10%,0-35,N
615283,Jennifer Martin,F,North Western Region,No Formal quals,0-10%,0-35,N
615300,Reva Hay,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N
615327,Gertrude Thompson,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N
615377,Judith Jones,F,South West Region,Lower Than A Level,60-70%,35-55,N
615401,Corey Bolek,M,North Western Region,A Level or Equivalent,0-10%,0-35,Y
615404,Debra Roy,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N
615425,Evelyn David,F,South West Region,Lower Than A Level,30-40%,0-35,Y
615487,Amanda Lincoln,F,South Region,Lower Than A Level,30-40%,0-35,N
616338,Frederick Patillo,M,East Midlands Region,Lower Than A Level,60-70%,0-35,N
616457,Evelyn Mcmillion,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,N
616512,Ella Kitchens,F,East Anglian Region,Lower Than A Level,80-90%,0-35,N
616595,Michael Edrington,M,West Midlands Region,HE Qualification,40-50%,35-55,N
616629,William Heyward,M,London Region,A Level or Equivalent,60-70%,35-55,N
616672,Levi Klocke,M,East Anglian Region,Lower Than A Level,80-90%,55<=,N
616706,Sherry Mauldin,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,N
616727,Lauren Navarra,F,North Region,A Level or Equivalent,30-40%,0-35,N
616728,Tammy Wright,F,North Region,Lower Than A Level,0-10%,0-35,N
616742,Virginia Garcia,F,East Anglian Region,Lower Than A Level,40-50%,35-55,Y
616851,Mary Hyslop,F,West Midlands Region,Lower Than A Level,60-70%,0-35,N
616866,Maria Garcia,F,South West Region,A Level or Equivalent,70-80%,0-35,N
617107,Karen George,F,South West Region,Lower Than A Level,50-60%,0-35,N
617114,Marjorie Cypert,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,Y
617133,Jessie Peterman,F,South Region,Lower Than A Level,40-50%,0-35,Y
617238,Gabriela Gonzalez,F,South West Region,Lower Than A Level,40-50%,35-55,N
617346,Kathryn Simmons,F,London Region,Lower Than A Level,0-10%,0-35,N
617347,Josephina Maldonado,F,London Region,Lower Than A Level,40-50%,0-35,N
617391,Nicole Harris,F,South West Region,Lower Than A Level,0-10%,0-35,N
617470,Julia Finley,F,East Anglian Region,A Level or Equivalent,10-20,0-35,N
617578,Elaine Igtanloc,F,North Region,Lower Than A Level,0-10%,35-55,N
617611,Jacquelyn Coyle,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,N
617700,Carolyn Rodriguez,F,South West Region,A Level or Equivalent,30-40%,35-55,N
617745,Svetlana Kilbane,F,North Western Region,Lower Than A Level,0-10%,0-35,Y
617883,Esther Turner,F,East Anglian Region,Lower Than A Level,20-30%,0-35,N
617886,Marilyn Chang,F,London Region,Lower Than A Level,20-30%,0-35,N
617889,Barbara Moore,F,South West Region,Lower Than A Level,,0-35,N
617909,Brittany Cruz,F,South East Region,Lower Than A Level,60-70%,0-35,N
618024,Dorothy Spaulding,F,East Midlands Region,Lower Than A Level,30-40%,0-35,N
618088,Velma Gardner,F,London Region,A Level or Equivalent,70-80%,35-55,N
618119,Priscilla Russ,F,North Western Region,A Level or Equivalent,0-10%,0-35,N
618176,Clarissa Jones,F,North Western Region,Lower Than A Level,70-80%,35-55,N
618244,Linda Lynch,F,London Region,A Level or Equivalent,10-20,35-55,N
618338,Rene Sanpedro,M,London Region,A Level or Equivalent,60-70%,0-35,N
618444,Dorothy Greene,F,South Region,HE Qualification,80-90%,0-35,N
618579,Phyllis Kennedy,F,West Midlands Region,Lower Than A Level,0-10%,0-35,Y
618580,Rebecca Milliken,F,East Anglian Region,Lower Than A Level,50-60%,0-35,Y
618621,Grace Hernandez,F,North Region,Lower Than A Level,70-80%,35-55,N
618767,Glenda Fisher,F,East Anglian Region,Lower Than A Level,20-30%,0-35,N
618846,Kathleen Jones,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,N
618887,Kevin White,M,South East Region,A Level or Equivalent,60-70%,35-55,Y
618893,Anne Krigbaum,F,London Region,Lower Than A Level,10-20,35-55,Y
619013,Karen Burghard,F,London Region,A Level or Equivalent,50-60%,0-35,N
619107,Shelia Tinney,F,South Region,Lower Than A Level,40-50%,0-35,Y
619212,Carrie Samford,F,South East Region,A Level or Equivalent,70-80%,0-35,N
619284,Garrett Williams,M,North Western Region,Lower Than A Level,10-20,0-35,N
619363,Constance Patrick,F,Yorkshire Region,A Level or Equivalent,80-90%,35-55,N
619478,Susan Vasquez,F,South Region,A Level or Equivalent,70-80%,35-55,N
619481,Leon Whittemore,M,London Region,A Level or Equivalent,20-30%,35-55,N
619483,Elaine Mitchell,F,London Region,A Level or Equivalent,30-40%,0-35,N
619520,Annie Poole,F,South East Region,Lower Than A Level,20-30%,0-35,Y
619926,Cortney Rojas,F,East Anglian Region,Lower Than A Level,0-10%,35-55,N
619945,Frances Fearn,F,London Region,A Level or Equivalent,10-20,0-35,Y
619952,Phebe Hancock,F,North Western Region,Lower Than A Level,0-10%,0-35,Y
620179,Lilla Dubois,F,East Anglian Region,Lower Than A Level,30-40%,35-55,N
620190,Janice Parisi,F,South West Region,Lower Than A Level,60-70%,0-35,N
620197,Jennifer Mcafee,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,N
620218,Lolita Trimble,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,Y
620317,Amber Boutte,F,London Region,Lower Than A Level,60-70%,0-35,N
620460,Kristen Harris,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N
620490,Alison Savage,F,South East Region,Lower Than A Level,90-100%,0-35,N
620522,Cole Harper,M,North Western Region,Lower Than A Level,10-20,35-55,N
620552,Michael Todd,M,London Region,A Level or Equivalent,10-20,35-55,N
620561,Patricia Bird,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N
620564,Isabel Wingfield,F,North Region,A Level or Equivalent,30-40%,0-35,N
620590,Mercedes Moniz,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N
620629,Reginald King,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,N
620726,Lorene Katz,F,London Region,Lower Than A Level,10-20,0-35,N
620728,Vanessa Voves,F,North Region,Lower Than A Level,10-20,35-55,N
620808,Kathy Clifton,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,Y
620915,Joanne Medley,F,North Western Region,Lower Than A Level,0-10%,0-35,N
620946,Sue Durr,F,East Anglian Region,Lower Than A Level,60-70%,35-55,Y
620956,Eric Brubaker,M,South West Region,Lower Than A Level,20-30%,0-35,Y
620982,Dixie Caravella,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,N
621017,Hester Minor,F,London Region,No Formal quals,10-20,0-35,N
621025,Karen Barbee,F,East Anglian Region,No Formal quals,20-30%,0-35,N
621319,Brandy Shuster,F,North Western Region,Lower Than A Level,30-40%,0-35,N
621331,Mary Vanderweide,F,East Anglian Region,Lower Than A Level,90-100%,0-35,Y
621342,Bernice Sneed,F,London Region,HE Qualification,0-10%,35-55,N
621459,Maurine Moore,F,South West Region,HE Qualification,40-50%,35-55,Y
621473,Joan Daniels,F,South Region,Lower Than A Level,30-40%,0-35,N
621478,Joe Jandrey,M,East Midlands Region,Lower Than A Level,70-80%,35-55,N
621676,Helen Little,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,N
621693,Darlene Guzman,F,South West Region,A Level or Equivalent,60-70%,0-35,N
621716,Tammy Wilson,F,London Region,Lower Than A Level,20-30%,35-55,N
621755,Nancy Browder,F,South East Region,Lower Than A Level,20-30%,0-35,Y
621888,Dalene Davis,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N
621923,Amanda Jefferys,F,South West Region,A Level or Equivalent,90-100%,0-35,N
622074,Deborah Cook,F,East Anglian Region,Lower Than A Level,50-60%,35-55,N
622166,Irene Phillips,F,South Region,Lower Than A Level,50-60%,35-55,N
622245,Shirley Samet,F,East Anglian Region,HE Qualification,20-30%,35-55,N
622252,Maria Steward,F,London Region,A Level or Equivalent,40-50%,35-55,N
622352,Majorie Allen,F,Yorkshire Region,Lower Than A Level,90-100%,0-35,N
622356,Georgia Green,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N
622382,Micaela Espinosa,F,South Region,Lower Than A Level,10-20,35-55,N
622387,Ruth Puckett,F,North Western Region,Lower Than A Level,10-20,35-55,Y
622432,Dorothy Garofalo,F,North Western Region,Lower Than A Level,0-10%,35-55,N
622433,Carol Criswell,F,South Region,Lower Than A Level,60-70%,0-35,N
622480,Lindsay Brown,F,London Region,Lower Than A Level,40-50%,0-35,N
622482,Crystal Piller,F,South West Region,Lower Than A Level,30-40%,35-55,N
622500,William Helbling,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,Y
622516,Nellie Griffin,F,North Western Region,Lower Than A Level,50-60%,0-35,N
622570,Mary Harris,F,East Anglian Region,Lower Than A Level,10-20,0-35,N
622618,Lana North,F,West Midlands Region,Lower Than A Level,10-20,0-35,N
622646,Debra Roselli,F,London Region,Lower Than A Level,10-20,0-35,Y
622886,Donald Reed,M,North Western Region,Lower Than A Level,0-10%,35-55,Y
623010,Dorothy Willis,F,South Region,A Level or Equivalent,90-100%,35-55,N
623029,Joann Patterson,F,London Region,No Formal quals,50-60%,0-35,N
623072,Brenda Viruet,F,West Midlands Region,Lower Than A Level,10-20,0-35,N
623081,Darlene Carter,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,N
623233,Lesha Phelan,F,South East Region,A Level or Equivalent,90-100%,0-35,N
623322,Billy Plank,M,East Midlands Region,Lower Than A Level,60-70%,0-35,Y
623335,Nellie Wilson,F,North Region,Lower Than A Level,0-10%,0-35,N
623416,Linda Brock,F,East Anglian Region,Lower Than A Level,20-30%,0-35,N
623418,Paul Wilson,M,East Anglian Region,Lower Than A Level,50-60%,0-35,N
623442,Diana Cales,F,South West Region,Lower Than A Level,50-60%,0-35,Y
623457,Krystal Thao,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,N
623495,Pamela Hoffmann,F,South Region,Lower Than A Level,70-80%,0-35,N
623575,Theresa Overton,F,South Region,Lower Than A Level,50-60%,35-55,N
623602,Marcia Romero,F,North Region,A Level or Equivalent,50-60%,0-35,N
623778,Earline Bennett,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,N
623804,Harry Vanscooter,M,South East Region,Lower Than A Level,90-100%,0-35,N
623831,Stephanie Santiago,F,South Region,A Level or Equivalent,40-50%,0-35,N
623859,Vilma Zehner,F,North Western Region,A Level or Equivalent,10-20,35-55,N
623903,Cynthia Stockdill,F,London Region,Lower Than A Level,10-20,0-35,N
623909,Yadira Miller,F,London Region,Lower Than A Level,20-30%,0-35,N
623919,Rosa Schmidt,F,Scotland,Lower Than A Level,50-60%,35-55,N
623953,Suzanne Koczera,F,East Midlands Region,Lower Than A Level,20-30%,0-35,N
623988,Pamala Perkins,F,East Anglian Region,Lower Than A Level,70-80%,0-35,N
624099,Lena Wright,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,N
624199,Carlos Flood,M,South East Region,A Level or Equivalent,50-60%,0-35,N
624226,Nancy Burnett,F,South West Region,A Level or Equivalent,40-50%,0-35,N
624230,Elizabeth Petrus,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N
624297,Nicholas Mazzei,M,West Midlands Region,Lower Than A Level,0-10%,35-55,N
624321,Gail Rennemeyer,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,N
624327,Patricia Bivens,F,South Region,Lower Than A Level,30-40%,35-55,Y
624430,Patricia Coleman,F,South East Region,A Level or Equivalent,10-20,35-55,N
624433,Doreen Vanhouten,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N
624455,Monique Sipes,F,North Western Region,Lower Than A Level,30-40%,0-35,N
624522,Loretta Casteel,F,East Anglian Region,No Formal quals,10-20,0-35,N
624569,Elanor Inman,F,West Midlands Region,Lower Than A Level,80-90%,35-55,N
624650,Charles Reif,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,N
624667,Julie Kanoy,F,East Anglian Region,No Formal quals,10-20,0-35,N
624679,Belle Kaywood,F,East Anglian Region,Lower Than A Level,50-60%,35-55,Y
624706,Alma Sturgill,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N
624714,Donald Krausmann,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N
624727,Vera Ussery,F,South Region,Lower Than A Level,50-60%,35-55,N
624767,Monet Slaughenhoupt,F,London Region,A Level or Equivalent,90-100%,35-55,N
624777,Ashley Newlin,M,South West Region,A Level or Equivalent,20-30%,35-55,N
624828,Debrah Hopfensperger,F,East Anglian Region,Lower Than A Level,10-20,0-35,N
624906,Joseph Paoletti,M,South Region,Lower Than A Level,30-40%,35-55,N
624912,Carrie Miranda,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N
624938,Tyler Newmark,M,London Region,A Level or Equivalent,0-10%,0-35,N
624940,Kimberly Sharpe,F,East Midlands Region,Lower Than A Level,80-90%,0-35,N
625033,Janet Power,F,London Region,No Formal quals,20-30%,35-55,N
625079,David Applegate,M,South Region,HE Qualification,90-100%,35-55,N
625089,Betty Sarkin,F,South East Region,Lower Than A Level,40-50%,0-35,N
625106,Efrain Vanhoose,M,South East Region,Lower Than A Level,80-90%,35-55,N
625376,Barbara Boynton,F,South Region,Lower Than A Level,80-90%,35-55,N
625399,Alonzo Mcrae,M,East Anglian Region,Lower Than A Level,20-30%,35-55,N
625446,Julissa Hall,F,South Region,No Formal quals,90-100%,0-35,N
625494,Mabel Andrews,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,N
625540,Jaime Johnson,M,North Region,Lower Than A Level,60-70%,0-35,N
625544,Barbara Rosario,F,North Region,Lower Than A Level,40-50%,0-35,N
625545,Lina Moorman,F,South East Region,A Level or Equivalent,20-30%,0-35,N
625603,Mary Hurt,F,South Region,A Level or Equivalent,80-90%,0-35,N
625649,Jackie Odonnell,F,South East Region,Lower Than A Level,40-50%,0-35,N
625651,Lesa Singleton,F,South Region,A Level or Equivalent,90-100%,35-55,N
625676,Carolyn Marley,F,East Midlands Region,Lower Than A Level,90-100%,35-55,N
625722,Nicole Adams,F,North Western Region,Lower Than A Level,30-40%,35-55,N
625775,Bruce Fleshman,M,West Midlands Region,Lower Than A Level,0-10%,0-35,Y
625875,Jerry Mcclung,M,North Western Region,Lower Than A Level,20-30%,0-35,Y
625912,Larry Johnson,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,N
625930,Roxy Summers,F,East Midlands Region,Lower Than A Level,40-50%,35-55,N
626023,Sang Vaughn,M,South Region,A Level or Equivalent,90-100%,0-35,N
626091,Pamela Caballero,F,South Region,A Level or Equivalent,80-90%,0-35,N
626092,Janet Smith,F,West Midlands Region,Lower Than A Level,0-10%,35-55,N
626096,Tara Morton,F,South Region,Lower Than A Level,30-40%,0-35,N
626145,Brenda Lyons,F,East Anglian Region,Lower Than A Level,50-60%,35-55,N
626213,Dacia Chilcutt,F,West Midlands Region,Lower Than A Level,40-50%,35-55,N
626256,Lynette Humphries,F,London Region,Lower Than A Level,10-20,0-35,N
626282,Vickie Portis,F,London Region,Lower Than A Level,50-60%,0-35,N
626287,Katrina Clark,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,N
626306,Trina Boyd,F,East Midlands Region,No Formal quals,0-10%,0-35,N
626307,Constance Redfield,F,South Region,Lower Than A Level,0-10%,0-35,Y
626317,Carolyn Sultan,F,South West Region,Lower Than A Level,40-50%,35-55,Y
626372,Joseph Gonzalez,M,South Region,Lower Than A Level,30-40%,0-35,N
626379,Marian Daugherty,F,South Region,A Level or Equivalent,40-50%,35-55,N
626585,Lizzie Chavez,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,N
626589,Sally Mcclintock,F,South Region,Lower Than A Level,70-80%,0-35,N
626618,Martha Aaron,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N
626629,Tia Mcneil,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,N
626667,Angela Allen,F,South Region,A Level or Equivalent,90-100%,35-55,N
626675,Karolyn Liu,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N
626708,Nichole Watson,F,South West Region,Lower Than A Level,60-70%,35-55,N
626751,Kevin Schlosser,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N
626927,Reba Alvarado,F,East Anglian Region,Lower Than A Level,80-90%,35-55,N
626940,Corinne Bonner,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,N
626982,Gayle Hankerson,F,London Region,Lower Than A Level,10-20,35-55,N
627043,William Williams,M,South Region,Lower Than A Level,80-90%,35-55,N
627050,Nancy Martin,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N
627057,Theresa Moore,F,South West Region,A Level or Equivalent,60-70%,35-55,N
627076,Andrea Tripp,F,South East Region,Lower Than A Level,40-50%,0-35,Y
627217,Mary Paine,F,East Anglian Region,Lower Than A Level,40-50%,35-55,N
627251,Lena Dacosta,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,N
627264,Alison Smith,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,N
627327,Stella Conlisk,F,West Midlands Region,Lower Than A Level,90-100%,35-55,N
627330,Alena Boatwright,F,South Region,Lower Than A Level,50-60%,0-35,N
627441,Mary Schmidt,F,London Region,A Level or Equivalent,0-10%,0-35,N
627530,Harmony Powers,F,North Western Region,A Level or Equivalent,10-20,0-35,N
627597,Paul Tousignant,M,North Region,A Level or Equivalent,90-100%,0-35,N
627661,Sara Leone,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,N
627764,Iva Nostrand,F,East Anglian Region,Lower Than A Level,20-30%,35-55,Y
627773,Kathryn Maugeri,F,South West Region,Lower Than A Level,10-20,0-35,N
627787,Ebony Phillips,F,South West Region,Lower Than A Level,50-60%,0-35,N
627812,Leslie Saetern,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,N
627821,Eva Peterson,F,South Region,A Level or Equivalent,40-50%,35-55,N
627827,Theresa Meissner,F,London Region,Lower Than A Level,30-40%,35-55,N
627834,Marisol Stuart,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,Y
627843,Lyndsey Johnson,F,North Western Region,Lower Than A Level,20-30%,0-35,N
627895,Lolita Gilman,F,South East Region,Lower Than A Level,50-60%,0-35,N
627901,Cynthia Jarrell,F,East Anglian Region,Lower Than A Level,90-100%,35-55,N
627973,Mary Franzese,F,South West Region,A Level or Equivalent,30-40%,0-35,N
628189,Mike Garcia,M,South East Region,Lower Than A Level,30-40%,35-55,N
628217,Stephanie Coleman,F,London Region,A Level or Equivalent,30-40%,0-35,N
628227,Margot Harris,F,South Region,Lower Than A Level,40-50%,0-35,N
628245,Donald Sproles,M,London Region,Lower Than A Level,80-90%,35-55,N
628280,Lucia Morgan,F,London Region,Lower Than A Level,30-40%,35-55,N
628316,Yolanda Friday,F,South East Region,Lower Than A Level,70-80%,0-35,N
628365,Sophia Garfield,F,South Region,Lower Than A Level,80-90%,0-35,N
628367,Frances Berry,F,North Western Region,Lower Than A Level,50-60%,35-55,N
628369,Shelley Peterson,F,North Western Region,A Level or Equivalent,50-60%,0-35,N
628455,Carlotta Carr,F,London Region,Lower Than A Level,20-30%,0-35,N
628495,Rick Renfroe,M,South West Region,Lower Than A Level,60-70%,35-55,N
628530,Vicki Yancik,F,East Midlands Region,Lower Than A Level,20-30%,0-35,N
628538,Linda Moe,F,East Anglian Region,Lower Than A Level,80-90%,0-35,N
628545,Courtney Musich,F,South Region,A Level or Equivalent,90-100%,35-55,N
628598,Sue Calderon,F,South Region,A Level or Equivalent,60-70%,0-35,N
628630,Helen Mcculla,F,London Region,Lower Than A Level,0-10%,0-35,N
628653,Marie Whiteman,F,East Midlands Region,Lower Than A Level,20-30%,35-55,N
628669,Ann Tuck,F,North Western Region,A Level or Equivalent,0-10%,35-55,N
628712,Rebecca Jewell,F,North Western Region,A Level or Equivalent,30-40%,0-35,N
628715,Eleonora Davis,F,East Midlands Region,Lower Than A Level,40-50%,35-55,N
628722,Andrew Moore,M,London Region,A Level or Equivalent,20-30%,0-35,Y
628759,Teresa Perrez,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,N
628849,Shirley Griggs,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,N
628851,Effie White,F,London Region,Lower Than A Level,10-20,0-35,N
628869,Douglas Kelsey,M,South East Region,A Level or Equivalent,30-40%,0-35,N
628870,Alfred Dye,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,Y
628881,Clara Mathews,F,East Anglian Region,Lower Than A Level,0-10%,0-35,N
628929,Susanne Bowman,F,South West Region,A Level or Equivalent,0-10%,0-35,N
628931,Kristyn Garcia,F,West Midlands Region,Lower Than A Level,40-50%,35-55,N
629153,Rachel Collins,F,South Region,Lower Than A Level,80-90%,0-35,N
629198,Jamie Ware,M,South East Region,A Level or Equivalent,50-60%,0-35,N
629310,Kathryn Belton,F,South Region,A Level or Equivalent,80-90%,0-35,Y
629387,Marilyn Pratt,F,London Region,No Formal quals,10-20,0-35,N
629514,Nancy Murguia,F,South Region,Lower Than A Level,80-90%,35-55,N
629537,Imogene Wilson,F,London Region,A Level or Equivalent,30-40%,0-35,N
629542,Nathan Williams,M,London Region,Lower Than A Level,20-30%,0-35,N
629580,Jill Byrum,F,North Western Region,Lower Than A Level,70-80%,0-35,N
629633,Mollie Thompson,F,London Region,Lower Than A Level,10-20,35-55,Y
629745,Anna Linscott,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N
629772,Mark Santos,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,N
629777,Evelyn Urena,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,N
629779,Christopher Judd,M,South West Region,Lower Than A Level,50-60%,0-35,N
629813,Rebecca Diggs,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N
629820,Charles Lyle,M,South West Region,A Level or Equivalent,40-50%,0-35,N
629853,Rena Barry,F,West Midlands Region,Lower Than A Level,80-90%,0-35,N
629960,Misty Conlin,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,N
629961,Betty Cook,F,London Region,HE Qualification,10-20,0-35,N
629963,Herbert Shamblin,M,Yorkshire Region,Lower Than A Level,10-20,0-35,N
629978,Rose Nguyen,F,South East Region,Lower Than A Level,30-40%,0-35,N
629990,Gaylord Lawson,M,West Midlands Region,Lower Than A Level,40-50%,0-35,N
630008,Anna Gutierrez,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,N
630099,Tiffany Moore,F,East Anglian Region,Lower Than A Level,70-80%,35-55,N
630108,Ernestine Palmer,F,London Region,HE Qualification,10-20,35-55,N
630133,Lillian Arreaga,F,West Midlands Region,Lower Than A Level,10-20,0-35,N
630149,Catherine Kragt,F,South Region,Lower Than A Level,40-50%,0-35,N
630156,Kristie Townsend,F,South East Region,Lower Than A Level,60-70%,0-35,N
630169,Elsie Davis,F,North Western Region,Lower Than A Level,0-10%,35-55,Y
630203,Denise Rogan,F,South East Region,Lower Than A Level,30-40%,0-35,N
630219,Anthony Evers,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N
630221,Isabell Jenkins,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,N
630240,Thomas Gant,M,North Western Region,Lower Than A Level,0-10%,0-35,N
630242,Eileen Luckett,F,East Midlands Region,Lower Than A Level,10-20,0-35,N
630446,Karen Long,F,West Midlands Region,Lower Than A Level,10-20,0-35,N
630496,Joe Kim,M,East Midlands Region,Lower Than A Level,80-90%,35-55,N
630522,Margy Marsh,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N
630538,Elizabeth Saddler,F,South West Region,Lower Than A Level,90-100%,0-35,N
630569,Dorothea Richardson,F,North Region,Lower Than A Level,40-50%,0-35,N
630571,Joann James,F,London Region,Lower Than A Level,20-30%,0-35,N
630762,Vickie Crum,F,South Region,Lower Than A Level,40-50%,0-35,Y
630770,Mary Perreira,F,Yorkshire Region,Lower Than A Level,80-90%,35-55,N
630776,Audrey Townsend,F,London Region,Lower Than A Level,20-30%,0-35,N
630787,Earnestine Hale,F,South East Region,Lower Than A Level,50-60%,0-35,Y
630788,Lynn Jones,F,London Region,Lower Than A Level,10-20,0-35,N
630841,Jean Bass,F,North Western Region,A Level or Equivalent,10-20,0-35,N
630863,Nichole Buckner,F,North Western Region,Lower Than A Level,50-60%,0-35,N
630881,Dennis Sanders,F,East Anglian Region,Lower Than A Level,20-30%,35-55,N
630946,Mary Miller,F,East Midlands Region,Lower Than A Level,50-60%,35-55,N
631033,Lee Curtis,F,London Region,Lower Than A Level,50-60%,0-35,N
631189,Roger Soto,M,East Midlands Region,Lower Than A Level,70-80%,0-35,N
631201,Jane Boddie,F,South Region,A Level or Equivalent,90-100%,35-55,N
